age;gender;maritalStatus;employmentStatus;employmentSeniorityYears;annualIncome;incomeType;homeOwnership;dependents;creditLimit;isRevolving;interestRate;lti;dti;previousDefaultsCount;target_PD;default
36;Hombre;Casado;Indefinido;18;14566.4;Salario;Alquiler;2;4000.0;No;0.0;0.2746;0.1318;0;0.007083;No
46;Mujer;Casado;Funcionario;5;37826.29;Salario;Alquiler;1;11500.0;Si;0.1089;0.304;0.1459;0;0.000589;No
18;Hombre;Soltero;Temporal;0;25562.31;Salario;Propia_Hipoteca;0;6000.0;Si;0.2716;0.2347;0.1127;0;0.287551;No
34;Hombre;Soltero;Temporal;0;14566.4;Salario;Alquiler;3;6500.0;Si;0.3055;0.4462;0.2142;0;0.900418;Si
33;Hombre;Soltero;Temporal;0;44397.89;Salario;Propia_Pagada;2;14000.0;No;0.0;0.3153;0.1514;0;0.009375;No
48;Hombre;Soltero;Indefinido;21;56787.8;Salario;Propia_Pagada;2;25000.0;Si;0.2458;0.4402;0.2113;1;0.00232;No
41;Hombre;Casado;Temporal;0;14566.4;Salario;Propia_Hipoteca;2;2500.0;Si;0.2525;0.1716;0.0824;0;0.218756;No
18;Hombre;Soltero;Inactivo;0;9917.6;Pension;Alquiler;0;4500.0;Si;0.1739;0.4537;0.2178;0;0.651979;Si
61;Mujer;Soltero;Indefinido;12;91750.12;Salario;Propia_Hipoteca;0;25000.0;Si;0.1861;0.2725;0.1308;0;0.000216;No
31;Hombre;Divorciado;Temporal;0;39968.94;Salario;Propia_Hipoteca;0;18500.0;Si;0.1227;0.4629;0.2222;0;0.042479;No
58;Hombre;Casado;Indefinido;1;20918.41;Salario;Alquiler;0;5000.0;No;0.0;0.239;0.1147;0;0.017211;No
35;Hombre;Casado;Temporal;0;36629.03;Salario;Propia_Hipoteca;2;6000.0;Si;0.182;0.1638;0.0786;0;0.038773;No
46;Mujer;Casado;Temporal;1;26142.38;Salario;Alquiler;1;4500.0;Si;0.1644;0.1721;0.0826;0;0.040511;No
33;Mujer;Casado;Temporal;1;14566.4;Salario;Propia_Hipoteca;0;3500.0;No;0.0;0.2403;0.1153;0;0.060655;No
41;Hombre;Soltero;Funcionario;5;51432.58;Salario;Alquiler;0;25000.0;No;0.0;0.4861;0.2333;0;0.000598;No
54;Hombre;Viudo;Indefinido;4;36369.94;Salario;Alquiler;0;14500.0;Si;0.1765;0.3987;0.1914;0;0.0034;No
36;Hombre;Casado;Temporal;2;19384.63;Salario;Alquiler;0;3500.0;Si;0.1611;0.1806;0.0867;0;0.029198;No
41;Mujer;Casado;Indefinido;10;20425.72;Salario;Alquiler;1;8000.0;No;0.0;0.3917;0.188;0;0.045644;No
46;Hombre;Soltero;Funcionario;9;34000.36;Salario;Propia_Hipoteca;1;8500.0;Si;0.1672;0.25;0.12;0;0.000237;No
34;Mujer;Soltero;Indefinido;8;34995.77;Salario;Cedida;1;6500.0;No;0.0;0.1857;0.0892;0;0.003945;No
56;Otro;Viudo;Funcionario;6;46465.27;Salario;Alquiler;0;14500.0;No;0.0;0.3121;0.1498;0;0.000371;No
33;Mujer;Soltero;Indefinido;8;20164.76;Salario;Alquiler;0;10000.0;Si;0.3308;0.4959;0.238;0;0.286421;No
37;Hombre;Divorciado;Indefinido;6;22629.22;Salario;Propia_Hipoteca;2;5000.0;Si;0.1863;0.221;0.1061;0;0.003512;No
36;Hombre;Casado;Indefinido;8;14566.4;Salario;Alquiler;0;6500.0;Si;0.0677;0.4462;0.2142;0;0.034012;No
21;Mujer;Soltero;Inactivo;3;10828.26;Pension;Propia_Hipoteca;0;4000.0;Si;0.2336;0.3694;0.1773;1;0.894572;Si
51;Hombre;Casado;Indefinido;7;46148.32;Salario;Propia_Pagada;1;7500.0;No;0.0;0.1625;0.078;1;0.005735;No
37;Mujer;Casado;Indefinido;3;39425.64;Salario;Propia_Hipoteca;2;13500.0;Si;0.3367;0.3424;0.1644;0;0.020923;No
29;Hombre;Soltero;Indefinido;3;19009.9;Salario;Alquiler;0;7500.0;Si;0.3262;0.3945;0.1894;0;0.213032;No
59;Hombre;Casado;Indefinido;18;26293.45;Salario;Alquiler;0;8000.0;No;0.0;0.3043;0.146;0;0.00814;No
43;Mujer;Casado;Indefinido;9;24004.02;Salario;Propia_Pagada;0;4000.0;Si;0.2282;0.1666;0.08;0;0.00314;No
30;Hombre;Soltero;Temporal;3;14566.4;Salario;Alquiler;2;4500.0;Si;0.3156;0.3089;0.1483;0;0.57815;Si
58;Hombre;Casado;Indefinido;7;14566.4;Salario;Propia_Hipoteca;0;2500.0;No;0.0;0.1716;0.0824;1;0.043062;No
19;Mujer;Soltero;Temporal;0;29579.23;Salario;Alquiler;0;8500.0;No;0.0;0.2874;0.1379;0;0.251387;No
46;Mujer;Divorciado;Indefinido;11;46591.68;Salario;Propia_Hipoteca;1;5500.0;Si;0.1041;0.118;0.0567;0;0.000531;No
34;Mujer;Casado;Indefinido;10;14566.4;Salario;Propia_Hipoteca;1;4000.0;No;0.0;0.2746;0.1318;0;0.025545;No
32;Mujer;Soltero;Temporal;1;24924.18;Salario;Alquiler;2;5500.0;Si;0.1275;0.2207;0.1059;0;0.073025;No
25;Mujer;Soltero;Indefinido;7;23006.55;Salario;Alquiler;0;5000.0;Si;0.2826;0.2173;0.1043;0;0.065631;No
60;Mujer;Casado;Indefinido;3;28729.13;Salario;Alquiler;0;14000.0;No;0.0;0.4873;0.2339;0;0.00327;No
47;Mujer;Soltero;Indefinido;16;24839.07;Salario;Propia_Hipoteca;1;4500.0;Si;0.215;0.1812;0.087;0;0.001734;No
61;Mujer;Casado;Indefinido;12;112304.83;Salario;Propia_Hipoteca;0;25000.0;No;0.0;0.2226;0.1069;0;6.6e-05;No
32;Mujer;Casado;Temporal;0;14566.4;Salario;Propia_Pagada;0;3000.0;No;0.0;0.206;0.0989;0;0.03317;No
33;Mujer;Soltero;Temporal;0;43693.48;Salario;Propia_Pagada;3;10500.0;No;0.0;0.2403;0.1153;3;0.737747;Si
39;Mujer;Soltero;Temporal;1;14566.4;Salario;Propia_Hipoteca;2;5000.0;No;0.0;0.3433;0.1648;0;0.283706;No
40;Mujer;Casado;Indefinido;3;35423.59;Salario;Propia_Pagada;2;8000.0;No;0.0;0.2258;0.1084;0;0.000739;No
33;Hombre;Soltero;Indefinido;15;14566.4;Salario;Alquiler;0;4000.0;Si;0.2734;0.2746;0.1318;1;0.274436;No
36;Mujer;Casado;Indefinido;8;32399.9;Salario;Propia_Hipoteca;0;14000.0;Si;0.267;0.4321;0.2074;0;0.006532;No
47;Hombre;Casado;Temporal;3;16982.88;Salario;Alquiler;0;3500.0;Si;0.0853;0.2061;0.0989;0;0.038406;No
35;Mujer;Soltero;Temporal;0;51834.39;Salario;Alquiler;2;25000.0;No;0.0;0.4823;0.2315;0;0.043417;No
47;Mujer;Casado;Indefinido;11;14566.4;Salario;Alquiler;2;4500.0;Si;0.2755;0.3089;0.1483;0;0.076077;No
44;Mujer;Divorciado;Funcionario;13;24664.16;Salario;Propia_Pagada;2;11000.0;Si;0.1321;0.446;0.2141;0;0.00051;No
45;Mujer;Casado;Indefinido;10;16719.57;Salario;Propia_Hipoteca;3;3500.0;Si;0.1681;0.2093;0.1005;2;0.708843;Si
23;Mujer;Soltero;Inactivo;0;7885.92;Pension;Propia_Pagada;0;3000.0;Si;0.2739;0.3804;0.1826;0;0.296052;No
42;Mujer;Casado;Indefinido;5;38160.72;Salario;Propia_Hipoteca;2;6500.0;No;0.0;0.1703;0.0818;1;0.0065;No
49;Mujer;Soltero;Funcionario;4;35406.11;Salario;Alquiler;3;6000.0;No;0.0;0.1695;0.0813;0;0.000446;No
43;Mujer;Casado;Indefinido;9;70047.95;Salario;Propia_Hipoteca;1;25000.0;Si;0.1683;0.3569;0.1713;0;0.001632;No
53;Mujer;Soltero;Funcionario;3;23752.61;Salario;Alquiler;0;9500.0;No;0.0;0.4;0.192;0;0.006604;No
43;Hombre;Casado;Indefinido;5;71580.52;Salario;Cedida;2;25000.0;Si;0.2435;0.3493;0.1676;0;0.003203;No
48;Hombre;Casado;Indefinido;7;31105.15;Salario;Propia_Pagada;2;14500.0;Si;0.3024;0.4662;0.2238;0;0.011848;No
54;Hombre;Casado;Indefinido;3;38409.22;Salario;Alquiler;0;8500.0;Si;0.148;0.2213;0.1062;0;0.000825;No
18;Mujer;Soltero;Inactivo;0;11755.74;Pension;Cedida;0;3500.0;Si;0.1772;0.2977;0.1429;0;0.695962;Si
21;Mujer;Soltero;Inactivo;1;10703.11;Pension;Alquiler;0;4500.0;Si;0.242;0.4204;0.2018;0;0.459466;No
48;Mujer;Divorciado;Indefinido;6;16776.14;Salario;Propia_Hipoteca;0;6000.0;No;0.0;0.3577;0.1717;0;0.023609;No
41;Mujer;Soltero;Temporal;0;36137.06;Salario;Alquiler;2;11500.0;Si;0.1496;0.3182;0.1528;0;0.047786;No
28;Hombre;Casado;Temporal;0;17164.72;Salario;Propia_Hipoteca;0;6000.0;Si;0.167;0.3496;0.1678;0;0.239992;No
41;Mujer;Casado;Indefinido;9;14566.4;Salario;Propia_Hipoteca;1;2000.0;Si;0.2926;0.1373;0.0659;0;0.129411;No
45;Hombre;Divorciado;Indefinido;1;24485.01;Salario;Alquiler;1;7500.0;Si;0.1007;0.3063;0.147;0;0.036082;No
18;Hombre;Soltero;Inactivo;0;21325.51;Pension;Alquiler;0;2000.0;Si;0.1319;0.0938;0.045;0;0.421675;No
28;Mujer;Casado;Temporal;1;78626.26;Salario;Propia_Hipoteca;0;25000.0;No;0.0;0.318;0.1526;0;0.019248;No
48;Mujer;Divorciado;Indefinido;6;16569.29;Salario;Alquiler;3;8000.0;Si;0.1651;0.4828;0.2318;0;0.036591;No
38;Hombre;Casado;Indefinido;11;94719.54;Salario;Alquiler;2;23000.0;Si;0.092;0.2428;0.1166;0;0.00016;No
41;Hombre;Divorciado;Indefinido;5;21310.9;Salario;Alquiler;2;2500.0;Si;0.1102;0.1173;0.0563;0;0.02364;No
19;Mujer;Soltero;Temporal;1;30235.85;Salario;Propia_Hipoteca;0;13500.0;Si;0.2629;0.4465;0.2143;2;0.883084;Si
46;Mujer;Casado;Indefinido;1;15848.02;Salario;Propia_Pagada;3;2500.0;Si;0.2576;0.1577;0.0757;1;0.350524;No
34;Mujer;Casado;Temporal;4;47935.11;Salario;Alquiler;2;9000.0;No;0.0;0.1878;0.0901;0;0.005489;No
41;Hombre;Casado;Indefinido;15;162604.32;Salario;Alquiler;3;25000.0;Si;0.1267;0.1537;0.0738;0;0.000195;No
76;Hombre;Casado;Indefinido;3;14566.4;Salario;Alquiler;0;4000.0;No;0.0;0.2746;0.1318;0;0.019023;No
36;Hombre;Casado;Indefinido;18;72532.96;Salario;Alquiler;1;25000.0;No;0.0;0.3447;0.1654;0;0.000751;No
36;Mujer;Casado;Funcionario;7;19168.3;Salario;Alquiler;0;2000.0;Si;0.2665;0.1043;0.0501;0;0.006679;No
39;Hombre;Casado;Indefinido;12;112675.92;Salario;Propia_Pagada;1;25000.0;No;0.0;0.2219;0.1065;0;4.2e-05;No
41;Mujer;Soltero;Autonomo;4;17596.2;Autonomo;Propia_Hipoteca;2;5500.0;No;0.0;0.3126;0.15;0;0.035438;No
58;Mujer;Casado;Indefinido;0;16204.82;Salario;Alquiler;0;7500.0;No;0.0;0.4628;0.2222;0;0.088144;No
41;Mujer;Soltero;Temporal;1;33405.23;Salario;Propia_Hipoteca;3;9000.0;No;0.0;0.2694;0.1293;0;0.016835;No
51;Mujer;Casado;Indefinido;4;35065.93;Salario;Alquiler;1;5500.0;No;0.0;0.1568;0.0753;0;0.003576;No
40;Mujer;Casado;Autonomo;7;81588.88;Autonomo;Propia_Hipoteca;1;25000.0;Si;0.2179;0.3064;0.1471;0;0.004724;No
46;Hombre;Casado;Funcionario;2;54871.99;Salario;Propia_Pagada;0;25000.0;Si;0.1446;0.4556;0.2187;0;0.000223;No
45;Mujer;Casado;Indefinido;1;84306.08;Salario;Propia_Hipoteca;3;25000.0;No;0.0;0.2965;0.1423;1;0.030951;No
44;Mujer;Casado;Indefinido;7;20214.22;Salario;Propia_Hipoteca;0;10000.0;Si;0.1116;0.4947;0.2375;0;0.011994;No
47;Hombre;Casado;Autonomo;10;18085.39;Autonomo;Propia_Hipoteca;0;8500.0;No;0.0;0.47;0.2256;0;0.031162;No
35;Hombre;Casado;Indefinido;15;30633.29;Salario;Alquiler;0;15000.0;No;0.0;0.4897;0.235;1;0.009478;No
27;Hombre;Casado;Temporal;9;14566.4;Salario;Alquiler;0;5000.0;No;0.0;0.3433;0.1648;0;0.060247;No
43;Mujer;Soltero;Indefinido;2;14566.4;Salario;Alquiler;2;5000.0;No;0.0;0.3433;0.1648;0;0.013746;No
32;Hombre;Divorciado;Temporal;0;26222.84;Salario;Alquiler;1;4000.0;No;0.0;0.1525;0.0732;0;0.141014;No
34;Mujer;Soltero;Temporal;6;31089.35;Salario;Alquiler;2;11500.0;Si;0.2233;0.3699;0.1776;0;0.019339;No
50;Mujer;Divorciado;Indefinido;0;16561.6;Salario;Alquiler;1;2000.0;Si;0.2439;0.1208;0.058;0;0.058124;No
34;Hombre;Casado;Temporal;2;33410.02;Salario;Propia_Hipoteca;2;10500.0;Si;0.0766;0.3143;0.1509;0;0.017046;No
41;Hombre;Casado;Indefinido;3;81201.81;Salario;Alquiler;1;16500.0;Si;0.152;0.2032;0.0975;0;0.002302;No
38;Hombre;Divorciado;Indefinido;7;23983.8;Salario;Cedida;2;6500.0;No;0.0;0.271;0.1301;0;0.045191;No
44;Mujer;Casado;Indefinido;5;24748.32;Salario;Propia_Pagada;2;9000.0;Si;0.3369;0.3637;0.1746;0;0.051487;No
18;Hombre;Casado;Temporal;0;14566.4;Salario;Propia_Hipoteca;0;4500.0;Si;0.2453;0.3089;0.1483;0;0.517907;Si
31;Hombre;Soltero;Indefinido;9;18052.14;Salario;Propia_Pagada;2;7000.0;Si;0.2495;0.3878;0.1861;1;0.159955;No
20;Mujer;Soltero;Inactivo;1;8434.8;Pension;Propia_Hipoteca;0;4000.0;No;0.0;0.4742;0.2276;0;0.508044;Si
31;Mujer;Soltero;Autonomo;2;46322.3;Autonomo;Propia_Hipoteca;1;11000.0;No;0.0;0.2375;0.114;0;0.007965;No
18;Mujer;Soltero;Indefinido;0;21269.98;Salario;Propia_Hipoteca;0;4500.0;Si;0.3049;0.2116;0.1016;0;0.336541;No
41;Hombre;Divorciado;Funcionario;1;38090.86;Salario;Alquiler;0;8000.0;No;0.0;0.21;0.1008;0;0.001558;No
50;Mujer;Soltero;Indefinido;10;29491.02;Salario;Alquiler;0;9500.0;Si;0.165;0.3221;0.1546;0;0.006662;No
41;Mujer;Soltero;Temporal;0;14566.4;Salario;Propia_Pagada;2;3000.0;Si;0.1716;0.206;0.0989;0;0.040722;No
18;Hombre;Soltero;Indefinido;0;22883.25;Salario;Propia_Hipoteca;0;5000.0;No;0.0;0.2185;0.1049;0;0.089609;No
37;Mujer;Casado;Autonomo;14;32956.19;Autonomo;Alquiler;2;4500.0;No;0.0;0.1365;0.0655;0;0.000913;No
31;Mujer;Casado;Autonomo;1;74749.61;Autonomo;Propia_Pagada;0;18000.0;No;0.0;0.2408;0.1156;0;0.001355;No
42;Mujer;Casado;Temporal;3;14566.4;Salario;Propia_Hipoteca;1;6000.0;No;0.0;0.4119;0.1977;0;0.058106;No
40;Hombre;Casado;Indefinido;12;43677.59;Salario;Propia_Hipoteca;2;12000.0;Si;0.1553;0.2747;0.1319;0;0.00083;No
64;Otro;Divorciado;Indefinido;1;14566.4;Salario;Cedida;0;5500.0;No;0.0;0.3776;0.1812;1;0.232338;No
33;Hombre;Casado;Indefinido;6;34852.53;Salario;Propia_Pagada;3;8000.0;Si;0.1676;0.2295;0.1102;0;0.000277;No
33;Mujer;Casado;Indefinido;1;14566.4;Salario;Alquiler;1;5500.0;No;0.0;0.3776;0.1812;0;0.016148;No
63;Hombre;Soltero;Indefinido;1;35902.35;Salario;Propia_Hipoteca;0;15000.0;Si;0.2194;0.4178;0.2005;1;0.045449;No
45;Hombre;Casado;Autonomo;5;45950.27;Autonomo;Propia_Pagada;1;14000.0;Si;0.2691;0.3047;0.1462;0;0.0018;No
31;Hombre;Viudo;Funcionario;13;26613.24;Salario;Propia_Pagada;2;3000.0;Si;0.1252;0.1127;0.0541;0;0.000316;No
41;Mujer;Divorciado;Indefinido;9;26181.01;Salario;Propia_Pagada;1;3500.0;No;0.0;0.1337;0.0642;0;0.002944;No
45;Mujer;Casado;Indefinido;27;83268.22;Salario;Propia_Pagada;0;23500.0;Si;0.3075;0.2822;0.1355;1;0.007334;No
44;Mujer;Soltero;Funcionario;6;34555.17;Salario;Cedida;1;8500.0;No;0.0;0.246;0.1181;0;0.000207;No
47;Mujer;Casado;Funcionario;25;75513.44;Salario;Alquiler;2;25000.0;Si;0.2444;0.3311;0.1589;0;0.000403;No
49;Hombre;Casado;Indefinido;6;24507.55;Salario;Alquiler;2;7000.0;Si;0.1937;0.2856;0.1371;0;0.013444;No
40;Mujer;Soltero;Indefinido;22;26864.98;Salario;Alquiler;2;9000.0;No;0.0;0.335;0.1608;0;0.007169;No
25;Otro;Casado;Autonomo;1;19474.0;Autonomo;Propia_Pagada;0;7000.0;Si;0.1449;0.3595;0.1725;0;0.016455;No
48;Hombre;Casado;Funcionario;11;59964.83;Salario;Propia_Hipoteca;1;20000.0;No;0.0;0.3335;0.1601;0;0.000274;No
51;Mujer;Casado;Indefinido;11;77218.73;Salario;Alquiler;2;25000.0;Si;0.2048;0.3238;0.1554;0;0.000337;No
26;Mujer;Soltero;Temporal;1;22054.6;Salario;Propia_Hipoteca;0;8000.0;No;0.0;0.3627;0.1741;0;0.063613;No
26;Hombre;Soltero;Temporal;1;42541.2;Salario;Alquiler;0;9500.0;No;0.0;0.2233;0.1072;0;0.021435;No
39;Mujer;Casado;Indefinido;20;33184.97;Salario;Alquiler;3;6000.0;No;0.0;0.1808;0.0868;1;0.018333;No
49;Hombre;Casado;Autonomo;31;64492.07;Autonomo;Alquiler;0;25000.0;No;0.0;0.3876;0.1861;0;0.001945;No
58;Hombre;Casado;Indefinido;6;49546.47;Salario;Alquiler;0;8500.0;Si;0.2694;0.1716;0.0823;0;0.00464;No
48;Hombre;Soltero;Autonomo;4;22967.51;Autonomo;Alquiler;1;7000.0;Si;0.1942;0.3048;0.1463;0;0.028273;No
25;Hombre;Casado;Temporal;1;14566.4;Salario;Alquiler;0;4000.0;Si;0.2364;0.2746;0.1318;0;0.346235;No
52;Hombre;Casado;Indefinido;0;72147.61;Salario;Alquiler;3;16500.0;No;0.0;0.2287;0.1098;0;0.00274;No
36;Mujer;Divorciado;Temporal;1;17504.82;Salario;Propia_Hipoteca;2;6000.0;Si;0.137;0.3428;0.1645;0;0.197069;No
29;Hombre;Soltero;Autonomo;9;14566.4;Autonomo;Alquiler;0;3500.0;Si;0.2034;0.2403;0.1153;0;0.026457;No
25;Hombre;Soltero;Inactivo;1;8206.47;Pension;Propia_Hipoteca;0;4000.0;Si;0.2315;0.4874;0.234;0;0.19718;No
26;Mujer;Soltero;Indefinido;8;34883.83;Salario;Alquiler;0;4000.0;Si;0.2264;0.1147;0.055;0;0.001871;No
49;Hombre;Casado;Indefinido;14;44325.87;Salario;Propia_Pagada;0;11500.0;No;0.0;0.2594;0.1245;0;0.000227;No
20;Mujer;Soltero;Inactivo;0;27418.41;Pension;Alquiler;0;6000.0;No;0.0;0.2188;0.105;0;0.108515;No
36;Hombre;Casado;Temporal;0;16333.81;Salario;Cedida;1;3000.0;No;0.0;0.1837;0.0882;0;0.083437;No
30;Hombre;Soltero;Desempleado;0;21730.62;Ayudas;Alquiler;0;9000.0;No;0.0;0.4142;0.1988;0;0.78543;Si
34;Hombre;Casado;Indefinido;5;72513.93;Salario;Alquiler;2;25000.0;Si;0.3448;0.3448;0.1655;0;0.059615;No
39;Mujer;Divorciado;Indefinido;4;26359.83;Salario;Alquiler;0;9000.0;Si;0.2284;0.3414;0.1639;0;0.024458;No
29;Mujer;Casado;Indefinido;11;43990.21;Salario;Alquiler;0;5000.0;No;0.0;0.1137;0.0546;0;0.000524;No
60;Hombre;Casado;Funcionario;10;32822.58;Salario;Alquiler;0;10500.0;Si;0.3351;0.3199;0.1536;0;0.013848;No
46;Mujer;Divorciado;Funcionario;0;54382.48;Salario;Propia_Pagada;2;25000.0;Si;0.1317;0.4597;0.2207;0;0.001113;No
29;Hombre;Soltero;Temporal;0;17738.6;Salario;Propia_Hipoteca;0;6500.0;No;0.0;0.3664;0.1759;0;0.065613;No
56;Hombre;Casado;Indefinido;21;47295.25;Salario;Alquiler;0;5000.0;Si;0.3069;0.1057;0.0507;0;0.002753;No
31;Mujer;Casado;Indefinido;13;25015.68;Salario;Propia_Pagada;1;12500.0;Si;0.1014;0.4997;0.2398;0;0.001217;No
42;Mujer;Casado;Temporal;0;18619.18;Salario;Propia_Pagada;1;5000.0;No;0.0;0.2685;0.1289;0;0.047174;No
45;Mujer;Casado;Temporal;4;31160.17;Salario;Propia_Pagada;1;7500.0;Si;0.157;0.2407;0.1155;0;0.001819;No
42;Mujer;Viudo;Autonomo;11;28212.91;Autonomo;Alquiler;2;8500.0;Si;0.2052;0.3013;0.1446;1;0.035798;No
43;Hombre;Soltero;Indefinido;8;63172.27;Salario;Propia_Hipoteca;2;25000.0;No;0.0;0.3957;0.19;0;0.003349;No
49;Mujer;Soltero;Indefinido;4;50578.05;Salario;Propia_Hipoteca;0;19500.0;Si;0.0888;0.3855;0.1851;1;0.031789;No
43;Hombre;Casado;Indefinido;19;36156.95;Salario;Propia_Pagada;1;14000.0;Si;0.1265;0.3872;0.1859;0;5.4e-05;No
32;Hombre;Casado;Temporal;1;17244.54;Salario;Propia_Hipoteca;1;2000.0;Si;0.297;0.116;0.0557;0;0.16472;No
46;Hombre;Casado;Indefinido;6;17308.53;Salario;Propia_Hipoteca;0;2000.0;Si;0.2041;0.1155;0.0555;0;0.010727;No
26;Hombre;Soltero;Desempleado;0;24820.85;Ayudas;Propia_Pagada;0;9000.0;Si;0.163;0.3626;0.174;0;0.468922;No
50;Mujer;Casado;Temporal;0;35793.64;Salario;Propia_Hipoteca;0;8000.0;No;0.0;0.2235;0.1073;0;0.01537;No
32;Hombre;Soltero;Indefinido;9;31831.45;Salario;Alquiler;1;8500.0;Si;0.1367;0.267;0.1282;0;0.002855;No
42;Hombre;Soltero;Indefinido;6;60387.99;Salario;Propia_Hipoteca;2;25000.0;No;0.0;0.414;0.1987;1;0.031692;No
43;Hombre;Soltero;Desempleado;0;18209.96;Ayudas;Propia_Hipoteca;0;6500.0;No;0.0;0.3569;0.1713;0;0.959523;Si
44;Hombre;Casado;Indefinido;10;29061.0;Salario;Propia_Hipoteca;1;7500.0;No;0.0;0.2581;0.1239;0;0.003537;No
42;Hombre;Divorciado;Indefinido;21;42393.55;Salario;Alquiler;2;13500.0;Si;0.2569;0.3184;0.1529;0;0.000966;No
34;Mujer;Soltero;Desempleado;0;14435.7;Ayudas;Propia_Pagada;2;2500.0;Si;0.2025;0.1732;0.0831;0;0.662593;Si
62;Mujer;Casado;Autonomo;5;19371.86;Autonomo;Alquiler;0;8500.0;Si;0.1877;0.4388;0.2106;2;0.624005;Si
35;Hombre;Casado;Temporal;1;24370.54;Salario;Alquiler;0;4000.0;Si;0.1696;0.1641;0.0788;1;0.553832;Si
38;Mujer;Casado;Indefinido;3;33983.42;Salario;Alquiler;3;6000.0;Si;0.3042;0.1766;0.0847;0;0.016385;No
46;Mujer;Casado;Funcionario;21;14566.4;Salario;Alquiler;0;5500.0;No;0.0;0.3776;0.1812;0;0.001754;No
67;Mujer;Casado;Indefinido;6;15096.98;Salario;Propia_Pagada;0;4500.0;Si;0.2863;0.2981;0.1431;0;0.012571;No
34;Hombre;Soltero;Indefinido;16;18047.61;Salario;Propia_Pagada;0;6500.0;Si;0.3312;0.3602;0.1729;0;0.011371;No
32;Mujer;Divorciado;Indefinido;2;49888.47;Salario;Alquiler;1;12500.0;Si;0.3087;0.2506;0.1203;0;0.04552;No
59;Hombre;Casado;Indefinido;10;52151.08;Salario;Alquiler;0;17000.0;Si;0.2733;0.326;0.1565;0;0.008354;No
26;Mujer;Casado;Inactivo;0;12706.72;Pension;Propia_Hipoteca;0;2000.0;Si;0.1659;0.1574;0.0756;0;0.124374;No
25;Mujer;Soltero;Temporal;1;14566.4;Salario;Propia_Hipoteca;0;4500.0;Si;0.237;0.3089;0.1483;2;0.871383;Si
20;Hombre;Soltero;Temporal;0;20172.96;Salario;Alquiler;0;4000.0;Si;0.1725;0.1983;0.0952;0;0.460876;No
25;Hombre;Soltero;Inactivo;1;9561.27;Pension;Propia_Pagada;0;4000.0;Si;0.2045;0.4184;0.2008;0;0.073926;No
42;Hombre;Casado;Indefinido;9;15892.18;Salario;Alquiler;1;5500.0;Si;0.1748;0.3461;0.1661;0;0.023804;No
53;Mujer;Divorciado;Indefinido;11;61511.01;Salario;Cedida;0;25000.0;Si;0.1648;0.4064;0.1951;0;0.000732;No
37;Mujer;Casado;Temporal;0;20281.43;Salario;Propia_Hipoteca;1;5000.0;Si;0.2685;0.2465;0.1183;0;0.230717;No
18;Mujer;Soltero;Temporal;0;18368.1;Salario;Propia_Pagada;0;8000.0;Si;0.2721;0.4355;0.2091;0;0.310747;No
34;Mujer;Soltero;Temporal;1;35883.5;Salario;Propia_Hipoteca;2;13000.0;No;0.0;0.3623;0.1739;0;0.014215;No
44;Hombre;Casado;Indefinido;8;45351.23;Salario;Alquiler;0;18000.0;No;0.0;0.3969;0.1905;0;0.005603;No
18;Mujer;Soltero;Temporal;0;41863.84;Salario;Propia_Hipoteca;0;18500.0;Si;0.3499;0.4419;0.2121;0;0.438695;No
24;Hombre;Soltero;Indefinido;6;30613.41;Salario;Cedida;0;5500.0;No;0.0;0.1797;0.0862;1;0.025856;No
51;Mujer;Casado;Indefinido;3;14645.87;Salario;Propia_Hipoteca;3;2500.0;No;0.0;0.1707;0.0819;0;0.010537;No
34;Mujer;Soltero;Indefinido;16;33433.35;Salario;Propia_Pagada;2;10500.0;Si;0.1646;0.3141;0.1507;0;0.00036;No
51;Mujer;Soltero;Indefinido;13;28822.85;Salario;Cedida;2;9000.0;No;0.0;0.3123;0.1499;0;0.002851;No
37;Mujer;Casado;Indefinido;12;22345.23;Salario;Alquiler;2;7000.0;Si;0.2015;0.3133;0.1504;0;0.013832;No
38;Hombre;Divorciado;Indefinido;5;38361.22;Salario;Propia_Hipoteca;2;6000.0;No;0.0;0.1564;0.0751;0;0.001177;No
20;Mujer;Casado;Inactivo;0;10558.72;Pension;Alquiler;0;3500.0;Si;0.1348;0.3315;0.1591;0;0.689757;Si
37;Hombre;Casado;Desempleado;0;15166.9;Ayudas;Propia_Pagada;1;3500.0;Si;0.3036;0.2308;0.1108;0;0.909627;Si
30;Hombre;Soltero;Temporal;0;50457.45;Salario;Propia_Hipoteca;0;25000.0;Si;0.3033;0.4955;0.2378;0;0.115415;No
26;Hombre;Soltero;Inactivo;0;15684.16;Pension;Propia_Pagada;0;2000.0;Si;0.1931;0.1275;0.0612;1;0.280292;No
24;Mujer;Soltero;Inactivo;0;8360.97;Pension;Alquiler;0;2000.0;No;0.0;0.2392;0.1148;0;0.355002;No
39;Mujer;Soltero;Indefinido;21;41377.61;Salario;Propia_Hipoteca;3;18500.0;Si;0.1031;0.4471;0.2146;0;0.000405;No
55;Mujer;Casado;Indefinido;12;25969.81;Salario;Propia_Hipoteca;2;11500.0;No;0.0;0.4428;0.2126;0;0.004195;No
21;Mujer;Soltero;Inactivo;0;8026.27;Pension;Propia_Hipoteca;0;3500.0;Si;0.3354;0.4361;0.2093;1;0.998655;Si
