age;gender;maritalStatus;education;employmentStatus;occupationSector;dependents;homeOwnership;hasMortgage;annualIncome;loanType;purpose;loanAmount;termMonths;interestRate;ltv;dti;previousLoansCount;previousDefaultsCount;target_PD;default
34;Hombre;Divorciado;Grado;Indefinido;Construccion;1;Propia_Hipoteca;Si;20895.33;Hipotecario;Compra_Vivienda;124646.24;217;0.0216;0.6598;0.3989;2;0;0.001116;0
21;Mujer;Soltero;Formacion Profesional;Desempleado;Otros;0;Propia_Pagada;No;1314.57;Consumo;Tecnologia;839.1;14;0.0757;0.0;0.5733;0;0;0.075695;1
43;Hombre;Casado;Bachillerato;Indefinido;Hosteleria;3;Propia_Pagada;No;47830.47;Auto;Compra_Vehiculo;53675.64;58;0.0627;0.0;0.2697;2;0;0.000858;0
45;Hombre;Casado;Grado;Indefinido;Tecnologia;5;Propia_Hipoteca;Si;32182.9;Consumo;Otros;10092.08;19;0.0697;0.0;0.2098;1;0;0.00285;0
33;Hombre;Divorciado;Formacion Profesional;Indefinido;Otros;1;Propia_Hipoteca;Si;41013.77;Consumo;Electrodomesticos;29748.13;8;0.1339;0.0;0.95;0;1;0.063634;1
55;Mujer;Divorciado;Formacion Profesional;Temporal;Construccion;1;Propia_Hipoteca;Si;7651.66;Personal;Viajes;13809.15;33;0.1168;0.0;0.7704;4;0;0.032694;0
36;Mujer;Soltero;Formacion Profesional;Temporal;Hosteleria;0;Propia_Hipoteca;Si;11343.1;Auto;Compra_Vehiculo;8240.69;80;0.065;0.0;0.1346;1;0;0.006972;0
34;Mujer;Soltero;Primaria;Temporal;Otros;1;Alquiler;Si;13120.72;Consumo;Electrodomesticos;4770.9;19;0.0624;0.0;0.2418;4;0;0.003479;0
48;Hombre;Casado;Posgrado;Temporal;Tecnologia;1;Propia_Hipoteca;Si;17163.04;Consumo;Viajes;5515.82;14;0.0932;0.0;0.2918;1;0;0.004641;0
23;Hombre;Soltero;Secundaria;Indefinido;Educacion;0;Cedida;No;54996.76;Personal;Salud;80000.0;37;0.14;0.0;0.5836;1;0;0.002168;0
52;Mujer;Divorciado;Bachillerato;Autonomo;Salud;1;Propia_Hipoteca;Si;16721.51;Personal;Otros;15373.69;18;0.1306;0.0;0.6782;3;0;0.013706;0
37;Hombre;Casado;Primaria;Funcionario;Sector Publico;4;Cedida;No;12895.68;Auto;Compra_Vehiculo;9842.28;84;0.0485;0.0;0.1288;2;0;0.000599;0
53;Hombre;Casado;Secundaria;Indefinido;Educacion;1;Propia_Hipoteca;Si;13489.44;Auto;Compra_Vehiculo;13677.78;78;0.0506;0.0;0.1834;4;0;0.002569;0
57;Mujer;Casado;Formacion Profesional;Indefinido;Educacion;3;Propia_Pagada;No;17731.93;Hipotecario;Compra_Vivienda;80000.0;235;0.0244;0.6517;0.29;5;0;0.001888;0
49;Hombre;Soltero;Posgrado;Indefinido;Ventas;0;Alquiler;No;30172.66;Hipotecario;Reforma_Vivienda;96833.85;262;0.0178;1.1031;0.1776;3;0;0.003253;0
32;Mujer;Casado;Posgrado;Temporal;Ventas;1;Alquiler;No;13089.52;Consumo;Viajes;6232.85;16;0.0725;0.0;0.3757;0;0;0.006633;0
26;Mujer;Soltero;Bachillerato;Indefinido;Otros;0;Propia_Hipoteca;Si;40112.03;Consumo;Tecnologia;16415.26;14;0.1022;0.0;0.3736;3;0;0.001167;0
24;Hombre;Soltero;Formacion Profesional;Desempleado;Educacion;0;Cedida;No;1491.42;Consumo;Electrodomesticos;500.0;23;0.1237;0.0;0.1974;1;0;0.064611;1
55;Hombre;Soltero;Secundaria;Temporal;Ventas;2;Alquiler;No;12405.45;Auto;Compra_Vehiculo;8007.63;64;0.0505;0.0;0.1383;2;0;0.005524;0
40;Hombre;Casado;Formacion Profesional;Indefinido;Sector Publico;2;Propia_Hipoteca;Si;44342.02;Hipotecario;Reforma_Vivienda;248122.72;223;0.0248;1.0769;0.376;6;0;0.00262;0
34;Mujer;Casado;Posgrado;Indefinido;Educacion;3;Alquiler;No;25811.93;Auto;Compra_Vehiculo;19535.18;69;0.0756;0.0;0.1627;5;0;0.00258;0
40;Hombre;Casado;Bachillerato;Desempleado;Hosteleria;1;Propia_Pagada;No;5495.01;Consumo;Electrodomesticos;1374.07;12;0.0613;0.0;0.2584;0;1;0.33525;1
54;Hombre;Soltero;Primaria;Indefinido;Otros;1;Propia_Pagada;No;14781.86;Personal;Salud;7368.12;60;0.0809;0.0;0.1216;2;0;0.0021;0
51;Mujer;Casado;Bachillerato;Inactivo;Tecnologia;1;Cedida;No;20509.79;Personal;Viajes;36894.03;15;0.1245;0.0;0.95;1;0;0.031261;0
47;Mujer;Divorciado;Bachillerato;Indefinido;Ventas;0;Propia_Pagada;No;16871.12;Personal;Viajes;26298.29;57;0.0732;0.0;0.3895;5;0;0.002698;0
49;Hombre;Casado;Sin Estudios;Indefinido;Otros;2;Cedida;No;20873.89;Personal;Salud;10373.39;46;0.0713;0.0;0.1486;5;0;0.001344;0
44;Mujer;Casado;Formacion Profesional;Indefinido;Ventas;0;Propia_Pagada;No;10688.21;Personal;Consolidacion_Deuda;4636.65;22;0.1464;0.0;0.2712;1;1;0.014832;0
45;Mujer;Casado;Formacion Profesional;Indefinido;Hosteleria;1;Alquiler;No;14284.0;Consumo;Tecnologia;9725.69;17;0.1249;0.0;0.5269;2;2;0.02687;0
44;Mujer;Soltero;Grado;Indefinido;Sector Publico;0;Alquiler;No;17200.94;Auto;Compra_Vehiculo;25054.22;39;0.0674;0.0;0.5003;4;0;0.002762;0
41;Hombre;Soltero;Bachillerato;Indefinido;Tecnologia;1;Propia_Hipoteca;Si;91858.67;Hipotecario;Reforma_Vivienda;404414.28;219;0.0178;0.823;0.2826;0;5;0.018602;0
51;Hombre;Divorciado;Grado;Autonomo;Salud;3;Alquiler;No;21927.36;Consumo;Otros;8845.34;23;0.0825;0.0;0.2283;3;0;0.001734;0
46;Hombre;Divorciado;Grado;Autonomo;Salud;2;Cedida;No;73985.37;Personal;Reforma_Hogar;80000.0;18;0.1264;0.0;0.7952;4;0;0.005591;0
31;Hombre;Soltero;Secundaria;Temporal;Construccion;0;Propia_Hipoteca;Si;15069.31;Consumo;Otros;11881.46;16;0.1083;0.0;0.6377;2;0;0.015905;0
48;Hombre;Soltero;Primaria;Indefinido;Agropecuario;0;Propia_Hipoteca;Si;25430.48;Personal;Viajes;23968.43;25;0.0614;0.0;0.4831;2;0;0.003343;0
44;Mujer;Divorciado;Primaria;Indefinido;Construccion;3;Alquiler;No;18300.06;Personal;Salud;11348.75;21;0.0643;0.0;0.3756;2;0;0.002061;0
49;Hombre;Casado;Primaria;Temporal;Otros;2;Alquiler;No;10617.4;Personal;Consolidacion_Deuda;7333.19;51;0.1413;0.0;0.2171;3;1;0.025894;0
40;Mujer;Casado;Grado;Funcionario;Educacion;2;Propia_Pagada;No;28519.86;Personal;Consolidacion_Deuda;31890.23;49;0.0847;0.0;0.3249;1;0;0.001015;0
51;Mujer;Casado;Grado;Temporal;Construccion;0;Propia_Pagada;No;19912.32;Consumo;Otros;11754.96;13;0.1215;0.0;0.5843;7;0;0.007794;0
41;Hombre;Soltero;Secundaria;Indefinido;Sector Publico;2;Propia_Hipoteca;Si;29339.19;Hipotecario;Compra_Vivienda;169952.37;314;0.0356;1.0633;0.3406;1;0;0.002493;0
50;Mujer;Casado;Grado;Inactivo;Hosteleria;1;Propia_Hipoteca;Si;29915.85;Auto;Compra_Vehiculo;13501.95;82;0.0609;0.0;0.0809;4;0;0.00333;0
36;Mujer;Casado;Grado;Temporal;Salud;1;Alquiler;No;13304.9;Consumo;Otros;9586.08;9;0.1434;0.0;0.95;3;0;0.018179;0
37;Mujer;Casado;Grado;Desempleado;Tecnologia;2;Propia_Hipoteca;Si;6288.74;Consumo;Otros;2635.21;12;0.0816;0.0;0.4378;2;0;0.098777;1
49;Hombre;Soltero;Posgrado;Temporal;Ventas;2;Propia_Pagada;No;32309.35;Hipotecario;Reforma_Vivienda;168287.65;243;0.0137;1.0373;0.2947;10;2;0.061954;1
38;Hombre;Divorciado;Bachillerato;Funcionario;Sector Publico;3;Alquiler;Si;22020.06;Personal;Otros;17294.77;50;0.0873;0.0;0.2255;1;0;0.000676;0
68;Mujer;Soltero;Secundaria;Inactivo;Tecnologia;1;Propia_Hipoteca;Si;15213.29;Consumo;Otros;10241.18;14;0.1054;0.0;0.6157;5;0;0.017909;0
48;Hombre;Divorciado;Grado;Indefinido;Otros;5;Cedida;No;48934.81;Consumo;Electrodomesticos;18144.77;8;0.1121;0.0;0.5798;6;0;0.001736;0
42;Mujer;Divorciado;Formacion Profesional;Indefinido;Hosteleria;1;Alquiler;No;20028.13;Personal;Salud;8216.05;60;0.1333;0.0;0.1128;0;3;0.037998;0
51;Mujer;Soltero;Sin Estudios;Temporal;Hosteleria;1;Propia_Hipoteca;Si;4944.64;Personal;Salud;1965.49;38;0.0735;0.0;0.1411;4;0;0.003437;0
36;Mujer;Soltero;Grado;Indefinido;Hosteleria;4;Alquiler;No;20490.26;Auto;Compra_Vehiculo;11839.27;45;0.0639;0.0;0.1737;2;3;0.03784;0
53;Hombre;Casado;Formacion Profesional;Autonomo;Agropecuario;0;Alquiler;No;9869.67;Consumo;Electrodomesticos;4841.0;14;0.0779;0.0;0.4412;4;0;0.00411;0
52;Mujer;Soltero;Secundaria;Indefinido;Ventas;0;Propia_Hipoteca;Si;9907.98;Consumo;Electrodomesticos;5594.02;13;0.0638;0.0;0.5408;3;0;0.004914;0
57;Mujer;Soltero;Grado;Indefinido;Ventas;0;Propia_Pagada;No;19603.5;Auto;Compra_Vehiculo;17242.35;45;0.0771;0.0;0.2708;3;0;0.001757;0
36;Hombre;Soltero;Bachillerato;Autonomo;Construccion;2;Propia_Pagada;No;71591.64;Personal;Viajes;66309.58;46;0.1295;0.0;0.3078;2;0;0.001962;0
27;Mujer;Casado;Secundaria;Temporal;Sector Publico;2;Cedida;No;17753.4;Consumo;Tecnologia;1976.48;9;0.1315;0.0;0.1567;3;0;0.004395;0
34;Mujer;Casado;Primaria;Temporal;Otros;2;Propia_Hipoteca;Si;10325.78;Auto;Compra_Vehiculo;9910.48;46;0.0406;0.0;0.2708;2;0;0.003508;0
38;Mujer;Casado;Grado;Indefinido;Hosteleria;2;Propia_Hipoteca;Si;38514.96;Auto;Compra_Vehiculo;12088.24;55;0.0591;0.0;0.0783;4;0;0.001841;0
62;Hombre;Viudo;Bachillerato;Funcionario;Salud;0;Alquiler;No;30877.07;Hipotecario;Compra_Vivienda;184837.2;320;0.0141;0.7382;0.2696;1;0;0.00096;0
68;Mujer;Casado;Formacion Profesional;Inactivo;Ventas;4;Propia_Pagada;No;12308.17;Personal;Consolidacion_Deuda;18226.11;27;0.0637;0.0;0.7082;2;0;0.017161;0
46;Mujer;Casado;Bachillerato;Temporal;Salud;2;Propia_Hipoteca;Si;27748.41;Personal;Otros;51785.28;32;0.1349;0.0;0.8372;8;0;0.01517;0
42;Mujer;Casado;Posgrado;Indefinido;Agropecuario;1;Propia_Pagada;No;37966.48;Consumo;Electrodomesticos;18920.64;14;0.074;0.0;0.4472;3;0;0.003016;0
37;Hombre;Casado;Formacion Profesional;Temporal;Educacion;1;Alquiler;No;39609.57;Hipotecario;Reforma_Vivienda;176629.49;251;0.032;0.3286;0.2928;3;0;0.004353;0
51;Mujer;Casado;Posgrado;Indefinido;Otros;4;Propia_Hipoteca;Si;31434.62;Hipotecario;Compra_Vivienda;112203.74;269;0.0327;0.3961;0.225;0;0;0.002018;0
68;Mujer;Soltero;Formacion Profesional;Inactivo;Construccion;0;Propia_Pagada;No;17858.15;Consumo;Viajes;8521.81;15;0.1397;0.0;0.4183;3;0;0.009615;0
63;Mujer;Casado;Formacion Profesional;Funcionario;Sector Publico;0;Propia_Pagada;No;56248.62;Consumo;Viajes;30000.0;22;0.1113;0.0;0.323;4;0;0.000504;0
55;Mujer;Casado;Secundaria;Autonomo;Tecnologia;2;Propia_Pagada;No;10315.2;Personal;Reforma_Hogar;3110.96;54;0.1235;0.0;0.0877;5;0;0.003182;0
55;Hombre;Casado;Bachillerato;Autonomo;Ventas;1;Alquiler;No;4227.84;Auto;Compra_Vehiculo;5000.0;71;0.0446;0.0;0.2278;4;0;0.003706;0
51;Hombre;Soltero;Secundaria;Temporal;Agropecuario;1;Alquiler;No;2733.67;Auto;Compra_Vehiculo;5000.0;40;0.0745;0.0;0.6213;7;0;0.022096;0
41;Hombre;Soltero;Bachillerato;Autonomo;Hosteleria;0;Propia_Pagada;No;9198.18;Personal;Otros;9979.51;29;0.1492;0.0;0.5375;0;0;0.006389;0
33;Hombre;Casado;Grado;Autonomo;Construccion;2;Alquiler;No;10590.08;Auto;Compra_Vehiculo;6940.32;57;0.0482;0.0;0.1546;3;2;0.032802;0
41;Otro;Casado;Secundaria;Temporal;Ventas;0;Propia_Pagada;No;24821.41;Hipotecario;Compra_Vivienda;102401.98;274;0.0309;0.9642;0.252;5;0;0.007085;0
47;Hombre;Soltero;Grado;Funcionario;Salud;0;Propia_Hipoteca;Si;56694.18;Auto;Compra_Vehiculo;52419.61;42;0.0657;0.0;0.2964;3;0;0.00041;0
24;Mujer;Soltero;Formacion Profesional;Indefinido;Salud;0;Alquiler;No;22262.09;Hipotecario;Compra_Vivienda;88192.83;322;0.0297;0.5578;0.2144;0;0;0.002903;0
40;Mujer;Casado;Secundaria;Funcionario;Sector Publico;2;Propia_Hipoteca;Si;22428.34;Consumo;Viajes;15488.29;20;0.0717;0.0;0.4408;2;0;0.001239;0
32;Mujer;Soltero;Secundaria;Desempleado;Tecnologia;0;Cedida;No;5588.03;Consumo;Otros;1368.17;20;0.0907;0.0;0.1588;4;0;0.054833;0
54;Mujer;Casado;Formacion Profesional;Autonomo;Construccion;2;Propia_Hipoteca;Si;60296.46;Hipotecario;Reforma_Vivienda;237864.15;300;0.0178;0.6407;0.1956;6;0;0.001236;0
35;Mujer;Casado;Posgrado;Indefinido;Construccion;2;Alquiler;No;116572.55;Hipotecario;Compra_Vivienda;386983.56;357;0.0385;0.733;0.1877;2;0;0.001234;0
45;Hombre;Casado;Primaria;Indefinido;Agropecuario;4;Cedida;No;13302.01;Personal;Salud;4478.31;13;0.0916;0.0;0.3276;3;0;0.001272;0
33;Mujer;Casado;Bachillerato;Autonomo;Otros;3;Alquiler;No;27779.1;Auto;Compra_Vehiculo;15933.41;44;0.0694;0.0;0.1776;2;0;0.002528;0
61;Mujer;Casado;Formacion Profesional;Indefinido;Construccion;1;Propia_Hipoteca;Si;12832.08;Auto;Compra_Vehiculo;9025.6;49;0.0422;0.0;0.1878;6;0;0.001436;0
21;Hombre;Soltero;Bachillerato;Inactivo;Sector Publico;0;Alquiler;No;18011.08;Hipotecario;Reforma_Vivienda;80000.0;198;0.0361;0.6619;0.3576;1;0;0.002445;0
47;Hombre;Divorciado;Grado;Indefinido;Sector Publico;0;Cedida;No;19107.69;Hipotecario;Compra_Vivienda;80000.0;230;0.036;0.9907;0.3026;3;2;0.022909;0
26;Mujer;Soltero;Posgrado;Temporal;Tecnologia;0;Propia_Hipoteca;Si;27966.66;Consumo;Otros;21604.98;19;0.1269;0.0;0.5411;2;0;0.013333;0
35;Mujer;Casado;Bachillerato;Funcionario;Sector Publico;0;Propia_Pagada;No;56488.22;Personal;Otros;78378.43;19;0.0629;0.0;0.923;1;0;0.002107;0
44;Mujer;Divorciado;Formacion Profesional;Indefinido;Otros;3;Propia_Hipoteca;Si;7009.68;Personal;Salud;11556.43;37;0.0972;0.0;0.6209;4;0;0.010919;0
45;Hombre;Casado;Formacion Profesional;Indefinido;Tecnologia;2;Propia_Hipoteca;Si;65444.0;Personal;Educacion;73059.84;24;0.0778;0.0;0.6045;9;0;0.00358;0
44;Hombre;Soltero;Bachillerato;Autonomo;Tecnologia;0;Alquiler;No;400000.0;Hipotecario;Compra_Vivienda;500000.0;241;0.0364;0.9936;0.0878;0;2;0.018509;0
43;Hombre;Soltero;Formacion Profesional;Indefinido;Salud;1;Alquiler;No;45680.06;Auto;Compra_Vehiculo;50422.6;41;0.0569;0.0;0.3562;6;0;0.001156;0
34;Hombre;Soltero;Grado;Inactivo;Tecnologia;1;Propia_Pagada;No;12197.37;Personal;Viajes;22586.32;22;0.1268;0.0;0.95;0;0;0.029073;0
40;Mujer;Casado;Secundaria;Indefinido;Agropecuario;2;Propia_Hipoteca;Si;2675.47;Personal;Otros;3383.19;19;0.0857;0.0;0.8569;1;0;0.010672;0
42;Mujer;Divorciado;Bachillerato;Indefinido;Tecnologia;1;Cedida;No;55194.62;Hipotecario;Compra_Vivienda;288341.2;287;0.0278;0.7839;0.2992;3;0;0.001334;0
44;Hombre;Soltero;Bachillerato;Funcionario;Salud;1;Alquiler;No;24811.97;Consumo;Tecnologia;14232.47;13;0.0763;0.0;0.5534;4;0;0.001129;0
41;Hombre;Casado;Formacion Profesional;Indefinido;Hosteleria;2;Alquiler;No;6701.08;Personal;Consolidacion_Deuda;8460.14;34;0.1031;0.0;0.5158;4;0;0.003719;0
50;Hombre;Casado;Secundaria;Indefinido;Tecnologia;3;Propia_Hipoteca;Si;12277.84;Personal;Salud;21139.16;30;0.0627;0.0;0.7459;6;0;0.007041;0
43;Hombre;Casado;Secundaria;Inactivo;Educacion;0;Cedida;No;17572.96;Hipotecario;Compra_Vivienda;96017.17;187;0.0131;0.4097;0.3878;5;0;0.003234;0
44;Mujer;Soltero;Formacion Profesional;Indefinido;Ventas;1;Propia_Hipoteca;Si;19045.98;Hipotecario;Compra_Vivienda;80000.0;357;0.0145;1.0895;0.174;5;0;0.003867;0
37;Hombre;Casado;Formacion Profesional;Indefinido;Otros;1;Propia_Hipoteca;Si;16149.16;Personal;Consolidacion_Deuda;23812.17;37;0.0859;0.0;0.5461;2;0;0.002507;0
29;Mujer;Soltero;Grado;Temporal;Ventas;0;Alquiler;No;41939.64;Consumo;Electrodomesticos;12637.36;23;0.0835;0.0;0.1707;2;0;0.004076;0
43;Mujer;Divorciado;Primaria;Funcionario;Salud;0;Cedida;No;25790.94;Personal;Salud;40207.96;58;0.1206;0.0;0.4272;3;0;0.001152;0
56;Mujer;Casado;Bachillerato;Funcionario;Sector Publico;4;Propia_Hipoteca;Si;29930.17;Auto;Compra_Vehiculo;10675.5;49;0.0648;0.0;0.0997;3;0;0.000761;0
47;Hombre;Casado;Formacion Profesional;Indefinido;Ventas;3;Alquiler;No;11766.35;Consumo;Tecnologia;2073.37;6;0.1261;0.0;0.3655;3;0;0.002445;0
32;Mujer;Soltero;Grado;Temporal;Hosteleria;4;Propia_Hipoteca;Si;7460.55;Consumo;Electrodomesticos;3719.78;6;0.1178;0.0;0.95;0;0;0.035773;0
51;Mujer;Casado;Bachillerato;Indefinido;Sector Publico;1;Alquiler;No;26107.75;Consumo;Tecnologia;5963.81;13;0.1098;0.0;0.2246;5;0;0.002135;0
37;Mujer;Casado;Bachillerato;Indefinido;Agropecuario;1;Propia_Hipoteca;Si;20916.64;Personal;Otros;23183.89;30;0.1112;0.0;0.5099;0;0;0.003425;0
50;Mujer;Divorciado;Secundaria;Autonomo;Otros;4;Propia_Hipoteca;Si;225649.28;Personal;Educacion;80000.0;43;0.1252;0.0;0.1233;6;0;0.001564;0
37;Mujer;Casado;Formacion Profesional;Funcionario;Educacion;3;Alquiler;No;12612.19;Personal;Reforma_Hogar;10870.06;16;0.0886;0.0;0.6877;1;1;0.019998;0
46;Mujer;Casado;Secundaria;Indefinido;Ventas;1;Cedida;No;20317.58;Consumo;Otros;10060.96;17;0.0835;0.0;0.3718;4;0;0.001413;0
35;Mujer;Soltero;Grado;Autonomo;Salud;2;Propia_Hipoteca;Si;37126.37;Personal;Salud;38982.2;30;0.1207;0.0;0.4886;0;0;0.005009;0
36;Mujer;Divorciado;Formacion Profesional;Indefinido;Ventas;2;Alquiler;No;26253.91;Personal;Otros;36455.1;58;0.1024;0.0;0.3654;3;0;0.002118;0
23;Hombre;Soltero;Grado;Temporal;Construccion;0;Alquiler;No;10199.9;Auto;Compra_Vehiculo;15021.47;81;0.0647;0.0;0.2698;1;0;0.006537;0
48;Hombre;Soltero;Bachillerato;Indefinido;Otros;0;Propia_Hipoteca;Si;7358.02;Personal;Otros;9056.22;39;0.063;0.0;0.4198;9;0;0.002644;0
46;Hombre;Soltero;Posgrado;Funcionario;Sector Publico;4;Propia_Hipoteca;Si;35115.81;Auto;Compra_Vehiculo;34629.43;79;0.0615;0.0;0.1826;4;0;0.001086;0
47;Hombre;Divorciado;Grado;Temporal;Construccion;1;Propia_Pagada;No;26759.29;Consumo;Otros;15282.5;13;0.0938;0.0;0.5565;0;0;0.010998;0
45;Mujer;Casado;Posgrado;Indefinido;Otros;1;Propia_Hipoteca;Si;16226.51;Personal;Viajes;20578.31;42;0.1422;0.0;0.462;5;0;0.002461;0
32;Hombre;Viudo;Posgrado;Desempleado;Otros;0;Propia_Pagada;No;2406.93;Consumo;Viajes;1441.09;14;0.1482;0.0;0.562;1;1;0.423226;1
53;Hombre;Casado;Grado;Indefinido;Educacion;1;Propia_Hipoteca;Si;44108.56;Auto;Compra_Vehiculo;13730.4;55;0.0658;0.0;0.0788;2;0;0.001201;0
53;Mujer;Casado;Formacion Profesional;Indefinido;Tecnologia;0;Propia_Pagada;No;93862.18;Consumo;Viajes;27016.65;20;0.1393;0.0;0.1945;5;0;0.000621;0
32;Mujer;Casado;Grado;Indefinido;Salud;3;Alquiler;No;22729.77;Auto;Compra_Vehiculo;28896.04;59;0.0455;0.0;0.2891;3;0;0.001302;0
48;Hombre;Soltero;Secundaria;Autonomo;Otros;0;Alquiler;No;7634.57;Consumo;Electrodomesticos;1120.88;12;0.0887;0.0;0.154;4;1;0.036471;0
52;Hombre;Divorciado;Secundaria;Temporal;Construccion;0;Propia_Hipoteca;Si;7662.88;Personal;Otros;11829.32;46;0.0791;0.0;0.4682;1;0;0.014792;0
36;Mujer;Soltero;Sin Estudios;Indefinido;Ventas;0;Alquiler;No;8069.72;Personal;Salud;11925.59;60;0.0999;0.0;0.3767;2;0;0.001742;0
38;Mujer;Divorciado;Secundaria;Funcionario;Salud;0;Propia_Pagada;No;37100.55;Auto;Compra_Vehiculo;34175.63;49;0.0526;0.0;0.2512;4;0;0.001107;0
48;Hombre;Soltero;Grado;Autonomo;Tecnologia;2;Propia_Hipoteca;Si;26748.08;Personal;Salud;26032.54;36;0.1159;0.0;0.3856;1;0;0.003212;0
23;Mujer;Soltero;Formacion Profesional;Desempleado;Educacion;0;Alquiler;No;2119.61;Consumo;Otros;555.18;10;0.0662;0.0;0.3239;3;0;0.070167;1
28;Mujer;Casado;Primaria;Autonomo;Otros;4;Alquiler;Si;14793.2;Auto;Compra_Vehiculo;5538.83;50;0.0772;0.0;0.1054;6;0;0.006053;0
30;Mujer;Casado;Posgrado;Autonomo;Ventas;2;Propia_Hipoteca;Si;21897.78;Personal;Viajes;8854.19;15;0.1112;0.0;0.348;2;0;0.004337;0
20;Mujer;Casado;Formacion Profesional;Temporal;Construccion;1;Cedida;No;27711.61;Consumo;Viajes;6938.68;21;0.0832;0.0;0.1542;2;1;0.026113;0
55;Mujer;Casado;Posgrado;Funcionario;Salud;0;Propia_Hipoteca;Si;60448.35;Consumo;Electrodomesticos;30000.0;23;0.1392;0.0;0.2965;3;0;0.000487;0
18;Mujer;Soltero;Secundaria;Desempleado;Construccion;0;Alquiler;No;5672.17;Consumo;Electrodomesticos;1708.56;13;0.1346;0.0;0.3004;0;3;0.59636;1
46;Mujer;Casado;Formacion Profesional;Funcionario;Sector Publico;1;Propia_Hipoteca;Si;67299.61;Auto;Compra_Vehiculo;60000.0;73;0.041;0.0;0.1659;4;0;0.000466;0
51;Hombre;Casado;Bachillerato;Indefinido;Construccion;1;Propia_Hipoteca;Si;9511.05;Auto;Compra_Vehiculo;7257.82;76;0.0634;0.0;0.1466;4;0;0.002039;0
38;Hombre;Divorciado;Grado;Autonomo;Otros;1;Propia_Hipoteca;Si;9943.37;Personal;Otros;3933.14;34;0.1361;0.0;0.169;2;0;0.003328;0
33;Otro;Casado;Bachillerato;Temporal;Educacion;1;Propia_Hipoteca;Si;22320.82;Consumo;Electrodomesticos;3341.09;10;0.0965;0.0;0.1877;0;0;0.004628;0
44;Hombre;Soltero;Secundaria;Indefinido;Otros;3;Propia_Pagada;No;30098.46;Consumo;Otros;23204.18;14;0.0845;0.0;0.6963;2;0;0.008768;0
42;Hombre;Soltero;Posgrado;Indefinido;Construccion;0;Alquiler;No;48085.97;Hipotecario;Compra_Vivienda;152686.5;311;0.017;0.7526;0.1516;1;2;0.003292;0
54;Hombre;Casado;Secundaria;Indefinido;Tecnologia;3;Propia_Hipoteca;Si;14957.55;Consumo;Viajes;11945.15;18;0.1097;0.0;0.5798;4;0;0.004005;0
18;Hombre;Soltero;Bachillerato;Desempleado;Otros;0;Alquiler;No;1296.79;Consumo;Electrodomesticos;500.0;17;0.1417;0.0;0.302;1;0;0.049111;0
30;Mujer;Viudo;Grado;Indefinido;Ventas;0;Propia_Hipoteca;Si;39224.33;Auto;Compra_Vehiculo;46150.04;84;0.0517;0.0;0.2007;3;0;0.002457;0
48;Hombre;Casado;Grado;Indefinido;Otros;3;Propia_Pagada;No;29449.35;Auto;Compra_Vehiculo;43372.56;77;0.043;0.0;0.2631;4;0;0.002684;0
42;Mujer;Casado;Bachillerato;Autonomo;Sector Publico;3;Propia_Pagada;No;43232.71;Auto;Compra_Vehiculo;47689.49;37;0.0509;0.0;0.3873;3;0;0.003985;0
51;Hombre;Casado;Formacion Profesional;Indefinido;Ventas;1;Propia_Hipoteca;Si;8962.0;Auto;Compra_Vehiculo;13118.09;60;0.0729;0.0;0.3502;3;0;0.001481;0
45;Hombre;Soltero;Formacion Profesional;Indefinido;Ventas;3;Alquiler;No;21989.96;Personal;Viajes;11583.2;28;0.0601;0.0;0.2425;3;0;0.001555;0
40;Hombre;Casado;Grado;Funcionario;Salud;3;Alquiler;No;19125.3;Personal;Viajes;10328.92;25;0.084;0.0;0.2835;3;0;0.001259;0
38;Mujer;Casado;Primaria;Indefinido;Agropecuario;1;Alquiler;No;26249.5;Hipotecario;Compra_Vivienda;146952.51;312;0.0266;0.3041;0.2987;5;0;0.001589;0
69;Mujer;Casado;Grado;Inactivo;Hosteleria;3;Alquiler;No;19988.89;Personal;Viajes;9465.46;20;0.0784;0.0;0.304;3;0;0.002973;0
60;Hombre;Soltero;Bachillerato;Indefinido;Agropecuario;1;Alquiler;No;9028.28;Personal;Reforma_Hogar;2960.6;27;0.0731;0.0;0.1585;4;0;0.001917;0
47;Mujer;Divorciado;Bachillerato;Indefinido;Sector Publico;1;Propia_Hipoteca;Si;19649.76;Hipotecario;Compra_Vivienda;92700.16;344;0.0163;0.3113;0.2061;3;0;0.002257;0
42;Mujer;Casado;Posgrado;Indefinido;Salud;3;Propia_Pagada;No;14027.9;Consumo;Viajes;9477.12;23;0.0896;0.0;0.3849;3;0;0.001946;0
48;Mujer;Casado;Secundaria;Indefinido;Construccion;0;Alquiler;No;7717.81;Personal;Educacion;10680.49;49;0.1492;0.0;0.4546;5;0;0.003366;0
51;Hombre;Casado;Secundaria;Funcionario;Sector Publico;3;Propia_Hipoteca;Si;19505.57;Hipotecario;Compra_Vivienda;105647.31;328;0.0337;0.6141;0.3033;9;0;0.001009;0
47;Hombre;Soltero;Bachillerato;Autonomo;Salud;3;Propia_Hipoteca;Si;43064.33;Personal;Otros;80000.0;48;0.0772;0.0;0.5413;3;0;0.005862;0
32;Hombre;Casado;Sin Estudios;Autonomo;Salud;1;Propia_Hipoteca;Si;7735.19;Auto;Compra_Vehiculo;5809.91;83;0.0498;0.0;0.1286;5;0;0.003789;0
